"Date,",Store_ID,Product_ID,Quantity_Sold,Revenue
2012-01-13,27,7,17,2217
2019-06-24,51,19,30,905
2014-03-08,48,32,18,1455
2010-07-06,26,54,42,1960
2013-12-28,14,12,18,1552
2019-06-23,37,43,44,2578
2004-09-11,12,15,58,183
2011-09-21,37,53,5,279
2007-11-07,18,43,8,1014
2018-01-05,27,43,34,778
2021-11-12,52,34,11,2820
2016-11-23,24,32,51,873
1999-07-22,23,10,9,2165
2023-11-07,50,23,34,566
1998-02-19,32,5,26,2473
2011-11-21,4,0,9,1989
2016-10-21,18,37,5,2769
1998-09-29,41,53,23,1063
2023-01-14,30,6,20,2838
2005-05-14,23,57,1,468
2018-05-06,5,34,12,219
2008-08-13,7,17,54,2116
2018-08-23,55,19,37,2365
2003-06-17,33,26,28,2199
2021-03-23,9,43,44,676
2011-03-29,18,45,46,1592
2003-06-16,14,52,39,1615
2009-08-19,31,20,22,310
2005-08-08,60,35,59,2987
2014-11-13,24,22,16,566
2002-03-05,0,10,47,2194
2001-08-04,57,28,7,1362
2007-11-15,5,60,45,920
2015-03-17,60,14,9,2980
2017-11-07,47,41,23,2454
1998-10-12,43,5,7,224
2020-01-20,42,36,41,635
1998-04-30,47,53,10,783
2021-04-20,4,39,50,2328
2016-11-27,9,41,0,2412
2019-10-03,2,4,39,1198
2016-12-24,43,24,54,1958
2013-06-06,31,23,59,1855
2017-10-04,35,52,38,443
2017-11-01,54,51,47,1175
1999-04-18,20,53,26,1576
2005-10-12,4,6,15,1865
2007-10-14,35,19,37,2451
1997-08-27,3,32,50,160
2016-11-23,37,40,56,1818
2009-10-01,33,22,45,2348
1997-01-14,7,1,27,1929
2018-09-25,2,31,3,1192
2016-05-17,39,46,6,576
2000-11-10,11,4,23,882
2014-09-14,37,46,6,1637
2008-12-11,4,25,48,1212
2021-11-30,7,33,49,706
2020-03-08,17,39,3,1001
2020-09-27,37,8,44,1117
2003-07-22,34,17,8,644
22-11-1998,6,39,29,1697
2007-04-07,45,52,10,128
2023-04-25,49,48,50,651
2006-01-18,0,27,30,726
2016-06-14,22,13,42,1982
2012-12-24,57,54,3,615
2012-09-29,59,5,43,463
2006-09-02,58,mqgxcfeuoe,57,417
2019-12-02,25,45,6,2469
2023-06-13,6,16,0,566
2007-11-16,50,7,10,1258
2007-04-15,4,50,57,669
2010-02-13,7,44,41,1053
2014-02-12,32,14,56,1761
2005-09-29,24,41,54,1839
2010-06-03,45,32,11,1205
2004-10-22,9,49,6,1121
2021-08-07,25,57,52,1262
2018-07-31,11,29,41,852
2003-03-13,51,24,24,908
2023-07-13,24,36,9,1197
2009-07-31,20,36,49,2539
2021-12-12,21,37,45,876
2013-04-16,56,33,41,1047
2011-07-29,57,41,9,715
2020-10-24,18,54,22,1052
2023-04-19,19,42,29,326
2015-04-12,35,10,46,1439
2002-07-29,10,32,14,966
2003-02-05,5,30,21,1552
2019-07-25,16,27,17,1083
2020-09-17,10,5,51,2376
2019-02-27,8,30,31,2004
2005-02-07,47,19,17,597
2009-10-24,47,35,18,1183
2022-08-18,36,6,20,1407
2021-04-17,15,17,51,2870
2001-01-14,36,15,38,2964
2005-06-29,5,19,34,576
2020-12-07,44,17,17,2502
2011-12-18,34,29,16,2577
2006-08-24,44,47,7,2140
2020-01-23,27,5,0,925
2002-04-19,45,32,2,1486
2020-08-20,41,22,31,1278
12-09-2010,30,45,28,1788
1998-12-01,11,17,1,451
2020-04-15,2,26,2,1275
2008-04-24,27,4,11,180
1999-02-09,4,49,30,1448
2018-09-09,28,24,,554
2009-07-04,60,9,21,dct
2017-07-05,17,50,51,362
2016-08-19,arjt,32,14,1049
13-11-2023,6,57,36,945
2019-07-01,53,6,11,607
1998-02-01,23,16,31,1638
2019-03-17,25,15,60,631
1999-11-23,6,57,30,2384
2014-02-16,44,18,22,574
1999-09-26,9,17,0,1148
2015-05-05,10,18,24,2841
2004-02-01,49,6,24,2105
2017-09-15,3,9,35,2094
2009-04-01,59,11,21,2402
2004-06-26,27,32,51,1747
2003-08-14,48,59,50,630
2010-02-11,5,53,3,2831
03-03-1998,18,30,27,2289
2010-09-31,57,18,2,2460
2012-01-30,47,57,26,2816
2019-10-30,11,53,29,1934
2021-01-03,40,58,16,524
2013-08-20,32,25,wekvfgnu,349
2009-11-26,60,41,46,1971
2011-10-06,27,10,44,1062
1997-02-24,57,14,27,1415
1997-01-22,2,51,58,2399
2020-04-26,15,28,10,2080
22-09-2012,10,55,25,2810
22-06-1999,49,39,48,2306
2008-09-25,5,14,2,747
16-12-2003,57,50,43,1903
2009-02-22,30,15,42,1879
2011-08-18,49,11,25,2139
2007-02-24,28,4,57,434
2011-11-21,39,43,55,1749
2004-12-17,60,39,23,2524
2023-04-08,24,47,42,1978
2004-11-15,9,12,42,1537
2023-03-30,54,2,41,1413
2007-09-12,31,50,26,485
08-02-2017,27,36,15,2047
20-12-2011,50,43,2,562
2014-08-08,56,57,43,
2017-11-03,23,27,9,338
2019-04-01,40,46,36,2452
2009-02-19,6,30,37,1515
2012-05-20,51,49,35,2880
2010-02-07,46,10,49,533
2020-01-11,20,1,20,2222
2007-09-29,39,34,30,1708
2022-01-07,52,44,56,2854
2012-10-01,wlpyaagok,8,31,1161
2004-11-28,42,60,0,283
2007-08-04,58,21,0,148
2018-04-03,13,23,5,1978
2004-02-20,10,23,34,1380
2001-07-20,26,45,7,333
2021-04-11,51,39,42,2048
2016-12-27,10,20,4,1764
2013-03-20,8,42,36,1938
2019-01-21,23,44,31,2684
1998-01-07,56,26,17,1317
2014-01-15,54,20,54,1952
2020-06-27,2,52,28,2058
1997-09-28,44,46,5,927
2015-12-11,5,27,29,2647
2015-08-26,47,11,22,321
2006-04-25,0,50,6,196
2002-08-26,24,2,18,2970
2010-03-24,41,39,40,2899
2013-09-07,53,51,22,2542
2012-07-29,42,41,22,608
1999-04-16,10,58,29,200
1998-12-08,38,24,40,2405
2019-06-09,52,22,41,2966
1999-09-24,54,44,29,334
2021-04-08,yqznazye,19,27,2801
2014-11-16,49,50,6,2824
30-12-2013,4,1,46,394
2011-06-26,4,27,26,2418
2020-09-14,9,34,30,2515
2018-09-03,57,21,45,2018
1999-08-17,45,32,47,2950
2009-11-19,0,33,7,1692
1999-12-29,14,49,58,708
2012-03-03,18,11,58,1462
2015-03-11,24,58,39,2452
22-11-1998,21,27,18,2643
2022-10-07,43,31,23,1820
2011-05-16,49,60,8,518
2010-09-30,31,6,60,1042
2009-07-06,28,59,58,2080
2004-01-06,16,1,47,1560
2022-01-04,37,25,27,2333
2004-02-27,7,31,19,2814
1998-03-16,26,52,41,2084
2003-07-16,45,6,30,801
1999-02-05,48,34,56,1889
1997-05-22,30,13,44,867
1999-09-12,9,57,55,914
2019-12-04,3,5,31,1246
2006-07-16,12,58,43,676
2019-09-26,12,25,44,1487
2023-03-08,21,9,0,2907
2015-01-04,8,26,27,2467
2010-05-07,dytecrqd,34,14,2248
2012-06-18,54,14,5,989
2002-02-17,58,23,29,2318
1997-03-14,50,6,49,1752
2016-10-03,15,9,5,1894
2006-07-23,35,35,21,2894
1998-04-08,10,4,3,2328
2015-10-17,35,56,2,1136
2013-02-07,20,27,31,2136
2012-08-17,17,40,4,2906
2018-08-24,37,16,60,2427
2014-10-30,51,58,40,1914
2011-03-11,49,51,55,2506
2016-10-09,55,60,6,2089
2002-10-28,13,0,27,1894
2011-11-12,7,31,60,2093
2017-12-21,25,7,38,2344
1999-12-17,52,51,30,2425
2015-11-22,29,3,29,2754
2002-09-21,44,54,40,1123
2000-03-23,55,41,3,465
2008-07-11,60,21,12,1066
2019-08-04,57,34,45,1692
2004-04-26,20,20,29,1934
2022-10-17,tsnlklvm,16,36,2446
2014-11-13,4,26,58,2048
2001-08-15,28,40,53,2487
2001-08-24,51,50,58,137
2009-04-03,16,58,48,2783
2023-05-12,36,tqqpxetqkopi,37,2224
2002-12-03,47,55,5,1488
2010-06-16,23,27,51,416
2005-07-24,28,43,0,2866
2014-11-09,30,43,51,2279
2010-10-16,27,20,56,2140
15-08-1998,42,28,31,1776
2012-06-28,10,24,23,2001
1997-03-02,51,37,60,1136
30-01-2000,42,22,60,2735
2017-01-20,57,55,3,1765
2008-05-02,11,51,16,2325
2007-03-31,0,16,27,1387
2012-03-28,0,11,50,129
2001-08-12,25,57,34,2466
2021-01-30,36,36,48,2738
2020-11-29,22,21,0,2084
2015-12-11,38,54,0,2296
1998-03-03,17,31,37,2373
2020-12-01,22,23,26,766
2016-10-21,32,24,43,1628
2001-12-03,22,26,60,1602
2023-06-01,21,52,7,952
2020-08-27,48,39,24,2764
2023-11-28,38,18,37,1656
2003-04-21,21,21,35,2776
2004-07-11,2,5,11,1928
2004-07-09,43,54,48,2958
2021-08-02,39,60,15,2544
1998-01-02,27,45,27,1041
2019-11-21,52,38,32,556
2001-09-17,34,5,17,1709
2022-02-06,26,56,3,840
2023-10-21,16,55,15,2891
2007-11-20,11,44,22,1088
2012-03-08,3,10,9,2097
2016-03-20,29,31,38,512
29-10-2005,55,44,20,2579
1999-05-17,1,56,55,405
2002-05-12,36,3,53,2346
2002-12-09,54,23,19,742
2010-08-05,19,23,18,2208
2010-11-12,3,2,56,2253
2012-03-02,50,45,44,1527
2023-07-26,32,1,58,2845
2021-11-01,15,45,35,1516
1997-03-01,20,43,30,209
2005-11-20,16,36,10,1932
2011-12-11,28,33,38,806
2000-12-05,42,17,42,2270
2010-09-21,5,19,3,1845
2003-09-11,17,3,45,806
2006-03-06,18,30,54,777
2014-04-12,14,34,12,2885
1997-09-02,26,31,15,2079
2000-05-14,58,12,rvmyd,858
2000-04-19,29,16,49,706
1997-03-19,26,12,0,1315
2005-07-19,0,uccughe,22,2909
2022-11-21,35,23,37,834
27-11-2002,26,23,36,2019
2006-09-30,30,16,32,894
1998-06-07,19,35,45,1747
2006-04-25,24,40,18,2233
2011-05-13,37,3,10,1854
2014-03-12,5,34,13,1549
2018-01-27,24,54,25,1321
2011-07-06,4,10,54,1526
2015-07-04,8,42,30,484
2011-08-30,58,35,11,969
2000-11-18,2,24,6,253
2001-06-05,27,7,22,411
2004-08-17,8,58,53,2894
2015-09-07,8,10,17,2546
2006-11-07,5,41,56,1847
2013-06-03,46,8,50,2848
1999-02-03,5,35,52,357
2008-01-30,7,27,21,1935
15-01-2018,39,35,48,2823
2007-07-16,26,45,47,274
2010-07-06,16,36,14,2904
2021-08-22,7,5,13,1624
2016-01-08,25,29,39,2105
2004-12-08,27,43,3,2922
2012-04-25,6,33,16,685
1998-02-24,8,40,19,2854
2011-05-29,41,31,14,1433
2001-08-30,54,16,5,1442
2017-02-06,7,54,40,2836
2000-11-01,25,43,57,1515
2012-10-11,6,,27,815
1997-01-05,46,59,20,2620
2012-03-21,39,51,5,2345
2001-10-26,11,24,34,999
2004-04-04,20,42,21,120
2009-06-09,18,21,48,334
2016-05-03,20,40,13,835
2018-01-01,56,14,3,2774
2015-05-05,42,40,27,2705
2010-09-11,22,17,40,1650
2006-08-19,2,35,57,1704
2007-05-30,43,30,35,2113
2007-10-09,29,54,45,899
2023-09-15,41,13,26,705
2015-08-06,41,50,7,2919
2022-07-06,31,55,50,923
2008-08-24,20,44,54,1877
2001-06-26,55,42,48,950
1999-06-11,0,21,59,2674
2001-01-13,56,38,38,1107
2008-04-15,3,58,49,175
2009-03-10,0,11,0,2291
2012-06-30,11,6,11,268
2010-05-28,21,52,55,670
2007-05-26,55,32,34,1187
1998-04-18,35,44,8,799
2020-02-19,21,20,48,186
2017-11-27,47,41,15,492
2013-04-06,34,59,29,1985
2013-09-20,43,29,58,696
2017-03-25,46,15,17,2972
2006-07-22,32,13,35,1364
2008-10-08,0,60,58,712
2009-08-22,6,40,37,2562
2007-10-12,30,19,18,2305
2008-03-17,42,31,15,423
2005-03-28,55,50,19,608
2009-08-15,58,32,50,2197
2020-01-29,3,4,5,175
1997-12-22,2,18,28,1768
2019-10-13,30,41,33,2962
2006-06-08,28,39,51,1918
2004-01-04,25,40,16,2469
2007-04-10,42,12,36,1007
2014-02-23,12,33,19,1841
2022-09-13,9,44,51,966
2002-01-14,37,52,35,288
2001-07-28,36,52,23,299
2006-04-25,45,33,47,1965
2012-01-16,32,35,56,489
2007-08-14,30,50,3,1429
2014-02-13,48,10,35,2220
2004-06-20,20,42,50,313
29-07-2015,15,10,11,567
2012-03-28,17,28,30,1458
2010-05-07,52,36,22,2429
2010-06-23,29,12,20,2736
2003-01-29,17,15,43,2507
1999-04-05,46,58,48,2281
2018-03-23,8,30,14,1062
2009-09-10,40,0,51,2370
2022-09-17,13,14,34,904
2020-03-29,50,10,31,300
2020-09-09,43,23,26,2980
2003-06-16,53,17,18,2566
2019-06-18,33,35,6,2070
1998-10-16,37,5,5,2778
2001-08-26,29,35,23,757
2017-10-24,22,57,54,670
2006-02-02,45,6,29,308
2010-12-26,16,52,34,1239
2016-07-19,1,26,16,691
2000-11-08,57,43,,2732
2018-10-22,9,42,3,2568
2009-07-13,3,56,45,1912
2012-11-31,5,44,38,427
2007-01-24,11,57,6,2258
2021-05-04,5,18,53,2112
2000-02-07,53,0,38,2835
2010-12-07,46,20,48,1682
2012-02-16,9,16,40,2081
2022-02-09,25,18,47,1039
2001-12-11,4,0,6,2884
2007-03-27,6,32,1,2090
2020-04-23,9,3,39,2985
2012-11-18,26,59,45,287
2009-05-18,56,2,16,679
2022-07-31,26,40,42,1501
2002-10-15,0,10,19,1095
2002-07-13,52,28,6,1607
2003-10-20,29,3,33,2922
2011-03-07,60,14,53,519
2007-11-16,0,52,5,617
2022-02-20,14,42,54,2607
2015-06-12,27,43,20,550
2003-02-17,51,55,12,1280
2006-06-29,5,25,46,2296
2010-12-21,48,3,16,1972
2014-11-11,35,12,39,2171
24-11-2008,46,41,45,698
2004-03-23,50,24,15,1903
2016-10-28,15,26,59,1205
2013-04-08,scg,36,22,810
2016-05-29,11,13,23,1687
2001-11-14,56,16,46,1938
2012-02-17,25,32,24,2926
2021-09-18,59,49,47,2420
2012-06-14,5,51,44,2112
2006-05-18,42,26,20,2413
2017-11-13,14,51,5,195
2012-12-17,7,33,57,644
2011-09-16,51,5,24,1788
2018-02-13,32,10,55,1202
2015-10-30,17,22,36,1198
2002-10-19,27,0,34,695
2020-04-18,25,28,15,2981
1999-12-22,20,32,4,2476
2001-09-16,13,48,57,2110
2021-12-07,25,20,34,msefprz
2019-01-13,36,43,27,2529
2002-03-04,23,30,38,
2015-07-08,60,39,7,613
2013-06-09,34,5,14,1893
2023-04-10,51,26,38,248
2016-02-14,16,21,58,2372
2013-08-06,31,42,4,1417
2000-10-15,27,46,58,2005
2014-09-31,39,30,15,2362
1997-08-08,55,51,1,2439
2017-08-27,23,10,46,1720
01-07-2013,41,49,49,2659
2010-07-15,35,53,2,322
2006-05-18,48,38,22,1136
05-04-1997,52,4,20,1638
2006-04-05,26,51,47,484
1999-04-14,56,21,46,1144
1999-03-18,39,8,29,642
2014-07-09,36,54,28,432
2010-09-20,8,50,1,2637
2014-09-11,16,4,42,1395
2019-09-07,12,53,29,1530
2009-08-25,28,54,12,1228
2019-08-24,25,52,31,767
2014-06-21,6,41,23,2778
2021-12-11,27,53,14,1282
2023-01-04,3,19,33,
2017-12-03,30,48,11,2416
2013-05-20,9,21,5,328
2004-09-17,52,56,19,2547
1999-08-02,58,32,23,2752
2002-03-22,60,25,26,1768
2019-06-05,25,2,32,2809
2006-01-26,cyrlju,39,25,2348
2010-07-15,2,44,11,1766
2014-10-03,11,15,21,100
03-08-2000,42,55,24,2375
2022-06-03,46,28,54,1257
2000-09-28,24,2,5,238
2014-04-18,30,30,53,963
2013-05-01,5,50,58,1146
2020-01-23,50,38,50,718
2017-06-22,52,52,50,1404
2005-05-01,53,5,45,1205
2018-11-02,32,57,59,227
2018-06-01,58,59,25,579
2017-03-17,54,24,50,122
2019-06-28,41,6,47,2229
2019-09-03,8,17,34,2514
2012-12-21,2,49,34,321
2005-06-29,2,12,55,1981
2000-12-30,11,52,60,2912
2022-06-12,30,29,9,1061
2007-03-16,49,23,45,1889
2020-11-12,59,3,4,2673
06-02-2014,55,28,29,763
2001-03-20,24,6,34,2772
2022-04-04,25,47,0,715
31-03-2008,31,7,33,1412
1998-12-30,18,45,fvpokqndb,2168
16-05-2000,43,38,26,568
2015-02-06,3,43,12,617
20-07-2015,50,59,,1959
25-11-2010,22,20,25,2335
2008-02-21,49,56,11,189
2021-10-03,29,59,41,982
1997-04-11,34,39,34,1674
2013-06-29,21,ocrjowk,20,2072
2018-12-13,10,22,5,2357
2020-12-19,16,46,37,236
1998-12-29,14,45,2,1729
2007-07-21,6,13,55,1385
2016-03-02,6,30,25,162
xepgqfdgox,55,55,26,1695
2000-07-14,3,23,20,2924
2023-02-03,30,58,59,1816
2020-12-21,53,9,32,417
2010-03-31,25,23,3,1637
2009-12-01,3,52,43,118
1999-07-07,19,18,3,907
2002-07-31,8,54,18,1391
2017-01-21,0,36,39,993
2011-11-19,58,15,46,522
2006-09-18,35,20,38,310
2003-06-10,37,1,22,257
2002-04-17,42,40,7,229
2023-03-09,34,55,24,919
26-04-2007,25,45,5,2856
2013-01-29,39,54,45,1680
2010-07-24,4,7,22,2063
2014-07-01,36,49,38,2894
2003-07-07,52,6,20,2436
2019-01-06,40,12,54,1582
2006-05-04,27,38,24,1007
2011-06-29,34,56,35,684
2001-03-24,28,42,48,1805
2001-10-26,34,58,14,805
1999-09-18,60,20,17,2064
2023-01-05,17,44,50,2654
21-09-2013,43,6,39,1918
2010-04-20,17,60,46,366
2011-10-13,7,58,18,195
2000-05-24,6,24,60,2862
2012-09-14,29,18,48,2800
2020-09-09,vnyvwljkj,17,51,949
2007-04-13,24,45,9,599
2001-12-20,59,9,28,728
2002-07-05,aiuaqc,14,56,1017
2018-06-27,34,22,7,1155
2006-04-18,53,48,32,448
2018-09-31,19,49,26,1623
2001-04-26,55,29,15,2900
2015-09-15,24,43,53,1608
2022-08-01,50,49,43,2371
2021-12-18,58,18,25,1838
1997-01-15,25,46,17,2477
2023-05-22,9,43,10,469
2003-12-18,37,22,47,2361
2001-11-06,25,22,28,708
2010-06-17,3,42,22,260
2014-08-12,53,10,24,1140
2022-11-27,58,33,6,379
2009-12-12,8,36,54,2757
1997-11-28,59,50,33,599
2005-11-05,27,1,25,2610
2015-12-23,53,12,36,1684
2020-10-26,38,45,10,756
2006-12-02,50,20,57,1514
2013-09-24,3,0,29,1038
2008-02-19,57,3,26,1270
2011-12-24,52,45,24,2277
2015-12-02,37,15,41,716
2015-01-08,14,53,39,851
2014-12-04,36,60,59,2162
2023-01-02,38,36,12,1285
2015-02-16,59,24,37,2163
2023-05-12,58,14,8,2642
21-05-2004,38,46,36,2332
01-04-2004,57,4,47,2136
1997-10-13,47,13,5,976
2002-01-08,44,32,30,986
2003-06-01,50,47,44,1814
2010-01-21,25,19,27,894
2017-06-03,10,29,7,1598
2018-09-03,44,29,34,1785
2022-11-19,8,35,16,1670
2019-12-03,48,55,36,1884
2002-12-08,45,11,53,280
2022-06-08,5,56,39,1413
2018-01-31,53,23,55,2999
2022-12-15,35,18,56,564
2023-02-18,59,44,42,1089
1999-10-12,11,43,15,382
2016-08-28,37,59,0,2639
2002-03-08,50,27,43,176
2012-04-22,6,18,9,2169
2004-07-19,17,51,19,281
2015-07-05,48,46,5,1440
2012-07-27,33,13,2,2010
2023-05-23,13,47,20,432
2004-02-01,47,37,56,1109
1998-10-17,36,30,23,1006
2018-10-08,36,23,15,2735
2001-11-28,6,4,31,2209
2000-06-07,9,26,39,2015
2004-06-18,49,36,29,2624
2002-07-22,8,16,32,
2010-01-21,21,0,0,673
2012-02-05,11,14,60,997
2019-08-11,54,47,1,307
2022-09-18,25,45,0,1116
2017-09-08,41,0,54,1548
2002-03-16,55,11,3,1187
2012-11-14,4,8,14,1025
2020-09-15,21,45,0,2223
2006-03-01,47,42,38,2648
2020-12-09,14,31,21,859
2011-12-28,32,40,17,1701
2012-07-02,27,28,60,116
23-03-2002,53,31,7,2944
2017-12-01,55,39,21,2597
2012-10-16,44,6,19,846
2010-05-29,4,26,7,1459
2016-06-04,20,14,23,1945
2016-04-26,57,14,2,2460
2004-04-26,27,14,12,762
2022-11-09,34,59,39,1874
2008-08-09,37,42,17,1874
1998-12-14,58,,38,947
31-11-2003,26,59,4,1039
2001-06-19,21,36,36,509
1999-11-10,33,40,55,898
2007-02-20,50,45,20,1245
2001-01-20,34,3,25,2933
2017-06-24,34,42,16,459
2021-07-10,26,37,31,2497
2013-01-17,48,31,16,1290
26-07-2022,22,52,31,2736
2015-08-14,11,33,46,307
2004-10-19,1,22,9,823
2020-01-12,40,37,4,1031
2012-11-18,11,55,44,945
2018-11-22,13,15,37,472
2017-05-08,47,52,37,1913
2019-11-04,18,29,34,997
2015-07-02,24,20,38,1146
2013-09-06,19,28,43,888
25-04-2005,10,38,0,252
2008-02-22,6,3,35,1178
2018-09-01,31,15,54,1277
2005-09-01,22,5,51,234
11-05-2020,29,41,42,343
2019-05-14,43,19,47,822
1999-11-13,47,27,13,1008
2007-04-19,53,43,53,2111
1999-04-01,17,27,3,1929
2010-01-10,37,4,49,2215
2006-11-01,49,46,24,687
1997-11-07,59,3,48,1324
2017-06-17,18,46,20,2116
24-09-2016,22,10,42,1447
2001-10-19,5,25,19,2537
2008-06-27,25,10,10,1013
2016-10-21,26,56,32,1777
2023-09-03,1,14,16,2167
2023-06-21,45,0,23,140
2022-12-29,11,1,57,1693
2013-04-11,3,7,56,331
1997-04-19,35,39,44,709
2014-06-19,56,60,55,1992
1999-05-23,11,57,29,2400
2020-12-20,28,43,28,1468
2021-04-06,35,38,9,274
2008-09-29,10,53,48,1405
1998-11-02,6,38,59,1443
1997-03-24,44,42,41,2223
2016-10-01,0,2,31,2224
1999-08-30,41,44,20,353
2013-06-17,5,13,5,266
2013-07-14,51,28,47,399
1997-06-03,26,46,17,2818
1997-06-17,22,42,15,1610
2020-06-19,44,24,34,2218
2012-05-31,38,49,45,2333
2016-09-18,29,37,47,2449
2022-08-19,16,52,2,2363
2009-03-17,0,2,16,1537
2000-06-05,38,26,31,236
2020-03-06,42,46,44,2570
03-06-2015,60,59,48,1558
1998-11-11,4,55,53,739
2012-08-08,25,23,10,2067
2017-11-30,29,33,42,2141
2000-07-12,24,37,21,330
2021-03-21,12,58,49,2360
2007-08-18,1,38,56,1281
2012-12-13,55,54,45,1945
2022-10-14,33,56,48,2875
2007-03-15,34,39,49,251
19-07-2013,3,27,44,2773
2010-07-17,18,12,9,140
2007-07-05,60,10,50,2773
2019-12-01,50,45,59,2721
2014-06-15,9,40,43,438
1998-10-21,42,57,6,945
19-04-2019,14,59,27,1687
2020-09-19,1,60,0,2728
2003-11-08,31,40,58,530
2002-01-05,32,37,30,198
2020-01-16,16,47,50,1697
1997-07-28,57,36,23,1795
03-03-1998,13,28,35,1452
2023-09-10,56,17,50,104
2001-12-04,6,1,59,1526
2003-09-03,26,25,13,1808
2000-08-20,15,5,53,1492
2001-09-12,21,26,51,2837
2009-09-11,31,53,34,1719
2018-02-07,1,20,32,484
2010-05-29,39,58,27,2268
2016-03-24,2,8,46,707
2023-12-01,30,29,28,2420
2011-02-08,5,54,,340
2011-02-21,16,10,15,2196
2017-08-14,28,29,8,219
1997-12-28,60,56,27,659
1997-02-09,16,41,29,2027
2022-07-15,39,30,29,2275
2014-12-24,23,42,20,2278
2021-10-24,18,23,38,866
1999-10-18,20,57,47,384
2022-08-02,49,35,29,908
2023-06-14,60,19,22,204
2016-07-22,5,14,3,107
2011-03-03,45,14,54,2587
2002-10-19,31,37,5,542
2001-02-27,49,54,26,1954
2023-04-20,8,15,11,1582
2001-08-19,54,58,18,937
2013-10-27,,15,28,1834
2017-07-10,53,39,5,1585
2002-02-09,23,11,42,731
2015-10-26,17,35,20,652
2002-02-21,47,40,52,367
2001-12-02,54,59,53,1245
2005-01-11,12,19,3,2593
2014-10-26,21,55,37,1405
1997-05-22,8,51,28,2571
2020-09-13,42,48,48,1739
2019-03-30,0,55,52,622
2023-02-05,20,43,35,1583
2015-07-16,33,37,37,2937
,21,11,48,2998
2019-09-22,42,34,40,2260
2004-12-15,3,11,46,2756
2017-08-14,29,23,22,1413
2014-01-24,7,1,26,1435
2014-12-22,53,14,43,428
2017-05-01,47,58,22,642
2020-06-02,0,17,29,1600
2022-12-18,2,51,21,477
2007-04-27,27,5,26,116
2017-07-26,43,55,42,1797
2013-07-23,10,20,22,2522
1999-03-08,11,17,23,1574
2003-12-01,26,26,50,1253
2020-05-24,28,33,60,2223
2007-11-03,14,30,29,1226
2020-08-16,6,6,56,2171
2013-11-26,50,28,46,1518
2000-04-10,19,60,17,1158
2004-11-22,0,31,57,872
2011-05-10,0,59,55,380
2018-11-24,39,16,14,1101
2023-11-05,38,26,29,732
2020-08-10,42,9,12,1256
2012-09-28,19,25,20,2189
2003-01-22,38,47,8,1017
2002-05-24,1,14,27,2056
2007-01-03,16,17,15,1173
2020-01-04,34,17,28,2566
2022-07-15,ebqqqt,23,55,1166
2022-10-22,13,49,47,766
2010-04-08,29,2,41,1716
1998-06-27,44,56,11,2330
2010-04-18,47,qiu,35,2880
2005-08-25,58,1,41,241
2010-11-28,1,57,13,1914
2001-01-23,31,16,19,2107
16-10-2010,40,22,58,1086
2019-06-29,24,15,20,1132
2023-02-14,21,21,39,514
2012-05-09,40,21,19,1482
2004-07-10,7,46,39,1899
2012-05-12,45,53,47,2903
2005-01-26,10,2,40,2773
,58,2,16,774
2012-03-24,9,35,45,354
2018-01-29,23,32,10,773
2016-02-17,45,32,1,2910
2007-01-04,10,50,ndscjpkqzykd,2337
2000-11-10,33,22,30,2692
2006-06-20,52,18,1,1157
2019-10-22,25,12,55,293
2010-04-17,45,33,20,1813
2016-03-13,1,44,32,951
2013-07-11,14,45,20,1187
2022-07-17,23,0,34,2668
2019-03-19,43,37,8,
2006-06-02,19,39,25,751
2016-10-12,26,18,24,2069
2016-11-17,53,39,51,2291
2019-04-04,21,0,42,834
2010-06-30,31,7,8,2850
2021-06-29,8,47,50,1138
2006-03-21,38,16,25,1666
2001-01-31,9,2,10,1155
1999-01-11,34,14,46,454
,33,14,38,1773
1998-03-06,58,27,7,2038
2023-09-10,53,22,40,1706
,55,2,17,1327
1997-04-04,35,41,14,2345
2013-02-21,36,53,22,2516
2014-06-15,53,5,52,896
2022-07-03,21,53,47,339
2006-12-21,3,17,8,1447
08-04-2015,17,rjfuvppvu,27,2539
2014-01-10,10,24,2,209
2015-12-24,54,2,26,179
2010-10-21,27,36,7,1883
2013-09-10,9,28,54,2899
2004-06-15,37,27,13,2279
07-07-2010,26,42,12,1859
2019-11-25,18,10,41,1888
2001-06-08,2,57,3,481
2020-03-29,23,20,52,2881
2012-05-18,17,22,27,1327
08-10-2000,18,21,45,1594
2002-06-30,36,54,8,1711
2017-01-02,40,20,28,1922
2017-01-14,8,5,43,
2021-10-14,57,44,21,211
2018-08-14,54,59,36,107
2002-08-06,60,46,12,2750
05-06-2002,0,41,22,307
2011-11-13,23,28,dspabcptn,876
2010-03-16,12,48,46,335
2002-03-23,0,8,58,431
2012-09-13,24,49,41,830
1999-05-24,22,1,20,2122
2020-08-02,4,20,6,1429
2012-09-09,4,19,50,2129
2003-05-19,57,20,51,1920
1998-04-27,29,42,13,2688
2023-11-11,56,12,3,445
14-10-2007,10,25,40,2544
2010-09-30,1,18,18,2267
2009-06-09,37,47,60,1633
2020-10-20,13,54,28,2987
2012-07-25,45,12,59,1072
2019-06-29,17,10,14,1506
2016-03-19,5,4,38,117
2001-07-02,21,46,33,200
1999-02-24,2,31,49,1080
2019-12-26,23,24,15,1876
2011-10-25,16,5,34,2119
2020-09-01,57,27,59,1285
2012-07-23,38,16,27,620
29-04-2011,7,36,4,1329
